user_id,login_time,device_type,login_status,location
user_0450,2025-12-27 02:22:00,desktop,success,Sydney
user_0346,2025-12-27 15:47:00,tablet,success,Sydney
user_0439,2025-12-28 15:23:00,desktop,success,Sydney
user_0696,2025-12-28 18:27:00,mobile,success,Paris
user_0712,2025-12-29 14:58:00,mobile,success,New York
user_0135,2025-12-29 15:11:00,mobile,success,Tokyo
user_0671,2025-12-30 00:03:00,mobile,success,Tokyo
user_0934,2025-12-30 11:08:00,desktop,success,London
user_0274,2025-12-30 20:46:00,mobile,success,Tokyo
user_0271,2025-12-31 06:19:00,tablet,failure,Tokyo
user_0105,2025-12-31 09:22:00,desktop,success,Sydney
user_0992,2025-12-31 19:11:00,desktop,success,Tokyo
user_0459,2025-12-31 21:02:00,mobile,success,Paris
